clinicName,Location,OpeningHours,Age,Contact
EIDDWEN FAMILY MEDICINE,BLK 34 CASSIA CRESCENT #01-80  S(390034),MONDAY-FRIDAY:08:30AM-12:30PM\n02:30PM\n,From13andUp,69705818
EJ FAMILY CLINIC  SURGERY,109 TOA PAYOH LOR 1 #01-314  S(310109),"MONDAY-FRIDAY:08:00AM-02:00PM\n06:00PM-09:00PM\nSATURDAY:08:00AM-11:00AM,SUNDAY:08:00AM-02:00PM\nPH:CLOSED\n",From7andUp,63530811
ELISSA MEDICAL CLINIC,"1 HOUGANG STREET 91 #01-21 HOUGANG 1   , S(538692)",TUESDAY/THURSDAY0830AM-9PM\nWEDNESDAY/FRIDAY0830AM-5PM\nSATURDAY0830AM-1PM\n,From0andUp,63122632
ETERN MEDICAL CLINIC,BLK 70 PUNGGOL CENTRAL #01-05 PUNGGOL MRT STATION  S(828868),MONDAY-FRIDAY:08:30AM-01:00PM\n02:00PM-05:00PM\n06:30PM-09:30PM\nSATURDAY-SUNDAY:08:30AM-01:00PM\nPH:08:30AM-01:00PM\n,From0andUp,64259935
ETERN MEDICAL CLINIC FERNVALE PALM,BLK 432A SENGKANG WEST WAY #01-03  S(791432),MONDAY-FRIDAY:08:30AM-01:00PM\nMONDAY-FRIDAY:6:30PM-9:30PM\nSATURDAY-SUNDAY:CLOSED\nPH:CLOSED\n,From0andUp,66047224
ETERN MEDICAL CLINIC PUNGGOL SUMANG LRT,"BLK 308C PUNGGOL WALK #01-302 , WATERWAY TERRACES I  S(823308)",MONDAY-FRIDAY:08:30AM-01:00PM\nMONDAY-WEDNESDAY:6:30PM-9:30PM\nSATURDAY-SUNDAY:CLOSED\nPH:CLOSED\n,From0andUp,62467288
ETERN MEDICAL CLINIC SENGKANG,"33 SENGKANG WEST AVENUE #03-33 THE , SELETAR MALL  S(797653)",MONDAY-FRIDAY:08:30AM-01:00PM\n02:00PM-05:00PM\n06:30PM-09:30PM\nSATURDAY-SUNDAY:9AM-03:00PM\n06:30PM\n-09:30PM\nPH:9AM-03:00PM\n06:30PM-09:30PM\n,From0andUp,64257255
EVERHEALTH FAMILY CLINIC  SURGERY,BLK 762 JURONG WEST ST 75 #01-290 GEK POH SHOPPING CENTRE  S(640762),"MONDAY,TUESDAY,THURSDAY:11:00AM-07:00PM\nWEDNESDAY:11:00AM-04:00PM\nFRIDAY:10:00AM-12:00PM\nSATURDAY:10:00AM-11:30AM,SUNDAY:CLOSED\nPH:CLOSED\n",From7andUp,67933113
EVERHEALTH MEDICAL CENTRE,BLK 540 HOUGANG AVENUE 8 #B1-1235  S(530540),"MONDAY/TUESDAYS10AM-12PM,2PM-4PM\nWEDNESDAY-FRIDAY10AM-12PM,SATURDAY10AM-11:30AM,SUNDAYANDPHCLOSED\n",From7andUp,63850815
EVERTON CLINIC,BLK 7 EVERTON PARK #01-17  S(080007),"MONDAY,TUESDAYS,THURSDAY8:30AM-12:30PM\n2-5PM\n6:30PM-8:30PM\nFRIDAY8:30AM-12:30PM\n2-5PM\nSUNDAY8:30AM-12:30PM\n",From13andUp,62207872
EXCEL FAMILY CLINIC,"21 HOUGANG ST 51 #01-06 HOUGANG GREEN , SHOPPING MALL  S(538719)","MONDAY-FRIDAY:9AM-11AM,2PM\n330PM\nSATURDAY:9AM-11AM,SUNDAY/PH:CLOSED\n",From13andUp,63865278
FAITH CLINIC BEDOK,BLK 746 BEDOK RESERVOIR ROAD #01-3013  S(470746),MONDAY-FRIDAY10AM-3PM\n,From13andUp,67020820
FAITH CLINIC JURONG WEST,BLK 762 JURONG WEST ST 75 #02-256D  S(640762),MONDAY-SUNDAY\nSWABTIMING:9AM-12PM\n,From13andUp,67916780
FAITH CLINIC SIMEI,BLK 139 SIMEI ST 1 #01-10  S(520139),MONDAY-SUNDAY\nSWABTIMING:9AM-12PM\n,From13andUp,67884303
FAITH CLINIC TOA PAYOH,BLK 211 TOA PAYOH LOR 8 #01-19  S(310211),MONDAY-SUNDAY\nSWABTIMING:9AM-12PM\n,From13andUp,62527896
FAITH CLINIC YISHUN,BLK 598 YISHUN RING ROAD #01-11 WISTERIA MALL  S(768698),MONDAY-SUNDAY\nSWABTIMING:9AM-12PM\n,From13andUp,63391129
FAITH FAMILY CLINIC,57 MARINE TERRACE #01-113  S(440057),MONDAY-SUNDAY\nSWABTIMING:9AM-12PM\n,From13andUp,64466326
FAITH HEALTHCARE TAMPINES,"11 TAMPINES STREET 32 #01-11 TAMPINES MART   , S(529287)",MONDAY-SUNDAY\nSWABTIMING:9AM-12PM\n,From13andUp,64433843
FAMILY CARE CLINIC PTE LTD,BLK 415 BT BATOK WEST AVE 4 #01-272  S(650415),"MONDAYANDTUESDAY:09:00AM-01:00PM\n02:00,PM\n-04:30PM\n07:00PM-09:00PM\nWEDNESDAY:09:00AM-01:00PM\nTHURSDAYANDFRIDAY:09:00AM-01:00PM\n02:00PM-04:30PM\n07:00PM-09:00PM\nSATURDAY:09:00AM-12:30PM\nSUNDAYANDPUBLICHOLIDAY:CLOSED\n",From0andUp,65671775
FAMILY HEALTH CLINIC  SURGERY,BLK 2 BALESTIER ROAD #01-651 BALESTIER HILL SHOPPING CENTRE  S(320002),MONDAY-FRIDAY:9:00AM-1230PM\n2:00PM\n5:30PM\nSATURDAY:9:00AM-12:30PM\n,From7andUp,62542440
FAMILY MEDICARE CLINIC  SURGERY,BLK 721 ANG MO KIO AVE 8 #01-2815  S(560721),MONDAY-FRIDAY:08:30AM-12PM\n02:00PM-04:00PM\n07:00PM\n-08:30PM\nSATURDAY:08:30AM-12:00PM\n,From7andUp,64566582
FAMILY MEDICINE CLINIC CHINATOWN,"133 NEW BRIDGE ROAD #02-09 CHINATOWN , POINT  S(059413)",MONDAY-FRIDAY:9AM-5:30PM\nSATURDAY:9AM-12:30PM\n,From13andUp,62255155
FAMILYCARE CLINIC  SURGERY,BLK 85C TOA PAYOH LOR 4 #01-380  S(313085),"MONDAY-FRIDAY:9AM-12:30PM\n2PM-4PM\n7:30PM-9:30PM\nSATURDAY/SUNDAY,9AM-12:30PM\nCLOSED\nONPUBLICHOLIDAYS\n",From13andUp,62509033
FARRER PARK HOSPITAL,"1 FARRER PARK STATION ROAD, #08-21-09-21,1021,11-5-8 CONNEXION #01-21&22,#02-01,#0321,#04-21,#04-K1/K6.#05-21,#07-21  S(217562)",MONDAY-SUNDAY:7AM-4PM\nATEMERGENCYCLINIC(BYAPPOINTMENTONLY)\n,From13andUp,63633737
FEMA CLINIC  SURGERY,"10 SINARAN DRIVE #09-32 NOVENA MEDICAL , CENTER  S(307506)",MONDAY-FRIDAY:9AM-17:00PM\n,From13andUp,68543720
FIRST CARE FAMILY CLINIC  SURGERY PTE LTD,253 JURONG EAST ST 24 #01-257  S(600253),"MONDAY-SUNDAY0800H-1300H,1800H-2200H\nEXCLUDINGPUBLICHOLIDAYS\n",From13andUp,64252350
FULLERTON HEALTH  DRS TRYTHALL HOY DAVIES,"391B ORCHARD ROAD #25-01/07/08 NGEE ANN , CITY TOWER B  S(238874)","MONDAY-FRIDAY:8:30AM-10:30AM,2PM\n3PM\nSATURDAY:8:30AM-10:30AM\n",From13andUp,63333636
FULLERTON HEALTH  NTU,"36 NANYANG AVENUE #01-01/02 NANYANG , TECHNOLOGICAL UNIVERSITY  S(639801)",SWABBINGISONLYFORNTUSTUDENTS/STAFF\nMONDAY-FRIDAY:8:30AM-4:30PM\nSATURDAY:9:30AM-11AM\n,From13andUp,63333636
FULLERTON HEALTH  OFC,"10 COLLYER QUAY #03-08/09 OCEAN FINANCIAL , CENTRE  S(049315)","MONDAY-FRIDAY:8:30AM-10:30AM,2PM\n3PM\nSATURDAY:8:30AM-10:30AM\n",From13andUp,63333636
FULLERTON HEALTHCARE  ARC,460 ALEXANDRA ROAD #02-18  S(119963),"MONDAY-THURSDAY:8:30AM-11:30AM,2PM\n3:30PM\nFRIDAY:8:30AM-11:30AM,2PM\n-3PM\n",Call-confirm,63333636
FULLERTON HEALTHCARE  DRS TRYTHALL HOY DAVIES,"1 JURONG WEST CENTRAL 2 #B1A-19B JURONG POINT , SHOPPING CENTRE  S(648886)","MONDAY-FRIDAY:9AM-11AM,2PM-3:30PM\nSATURDAY:9AM-11AM\n",From13andUp,63333636
FULLERTON HEALTHCARE  GETHINJONES,78 SHENTON WAY #04-01  S(079120),"MONDAY-FRIDAY:9AM-11AM,2PM\n3PM\nSATURDAY:9AM-11AM\n",From13andUp,63333636
FULLERTON HEALTHCARE  MBFC,"10 MARINA BOULEVARD #01-03/03A TOWER 2 , MARINA BAY FINANCIAL CENTRE  S(018981)","MONDAY-THURSDAY:8:30AM-11:30AM,2PM-3:30PM\nFRIDAY:08:30AM-10:00AM,CLOSED\nONSATURDAY,SUNDAYANDPH\n",Call-confirm,63333636
FULLERTON HEALTHCARE  METROPOLIS,BLK 9 NORTH BUONA VISTA DRIVE #01-03 THE METROPOLIS  S(138588),"MONDAY-THURSDAY:8:30AM-11:30AM,2PM-3:30PM\nFRIDAY:8:30AM-11:30AM,2PM\n3PM\n",From13andUp,63333636
FUSION MEDICAL  HEALTH SCREENING CENTRE,"1 FUSIONOPOLIS LINK #01-05 NEXUS @ONE-NORTH   , S(138542)",MONDAY-FRIDAY:8:30AM-5PM\nLUNCHHOURS:12:30PM\n-1:30PM\nFROMSEP2020(UNTILFURTHERNOTICE):8:30AM-12PM\n(BYAPPOINTMENTONLY)\n,From7andUp,62506548
FUSION MEDICAL HEALTH SCREENING  AESTHETIC,"501 ORCHARD ROAD #04-11 WHEELOCK PLACE   , S(238880)","MONDAY-FRIDAY-0830-1730,SATURDAY-0830-1300,PH-CLOSE\n",From13andUp,62351512
GARDEN CLINIC,BLK 304 SERANGOON AVE 2 #01-04  S(550304),MONDAY-FRIDAY:9:00AM-12:30PM\n2:00PM-5:00PM\nSATURDAYANDSUNDAY:9:00AM-12:00PM\n,From0andUp,63821878
GLOBAL MEDICAL CENTRE,"163 TANGLIN ROAD #03-07 TANGLIN MALL   , S(247933)",MONDAY-FRIDAY:9AM-1PM\n2PM-5PM\nSATURDAY9AM-1PM\n,From13andUp,67371223
GREENFOREST FAMILY CLINIC,BLK 878C TAMPINES AVENUE 8 #01-71  S(523878),MONDAY-FRIDAY:9AM-2PM\nMONDAY-THURSDAY:6PM-9PM\nSATURDAYANDSUNDAY:9AM-1PM\n,From0andUp,67850157
GREENLINK MEDICAL CLINIC,BLK 807 YISHUN RING ROAD #01-4213  S(760807),"MONDAY-WEDNESDAY,830AM-230PM\n630PM\n830PM\nTHURSDAY-FRIDAY,830AM-230PM\nSATURDAY,830AM-1200PM\n",From13andUp,67552238
HEAL MEDICAL CENTRE,"262 BALESTIER ROAD #04-01/02 OKIO   , S(329714)",MONDAY-FRIDAY09:00AM-05:00PM\n,From5-80,62509550
HEALTH FIRST FAMILY CLINIC,BLK 26 JALAN MEMBINA #01-06 MULTI STOREY CAR PARK  S(161026),"MONDAY,TUESDAY,THURSDAY,FRIDAY9AM-1230PM\n1400-1530,SUNDAY9AM-1130AM,CLOSEONPH\n",From7andUp,67932833
HEALTH PARTNERSHIP MEDICAL CENTRE,BLK 109 BUKIT PURMEI RD #01-145  S(090109),"MONDAY-FRIDAY08:30AM-11:00AM,12:30PM\n-04:00PM\n06:00PM\n-08:00PM\nSATURDAY,SUNDAY:08:30-12:00PM\nPH:NA\n",From0andUp,62782860
HEALTHCARE MEDICAL  KOVAN,BLK 208 HOUGANG STREET 21 #01-205  S(530208),"MONDAY-THURSDAY0830H-1300H1400H-1700H,1830H-2130H,FRIDAY0830H-1300H1400H-1700H,SATURDAY0830H-1230H,SUNDAY/PHCLOSED\n",From13andUp,62821118
HEALTHIFY MEDICAL FAMILY,262 BALESTIER ROAD #01-04 OKIO  S(329714),"MONDAY,TUESDAYS,THURSDAY:9:00AM-7:30PM\n",From7andUp,69779773
HEALTHLINK MEDICAL CLINIC  SURGERY,BLK 5 UPPER ALJUNIED LANE #01-46  S(360005),"MONDAY-THURSDAY:08:30-12:30PM\n02:00PM\n-04:30PM\n06:30PM\n-09:00PM\nFRIDAY,SATURDAY,SUNDAY:08:30AM-12:30PM\n",From1andUp,62890885
HEALTHMARK CLINIC PASIR RIS,BLK 735 PASIR RIS STREET 72 #01-314 PASIR RIS WEST PLAZA  S(510735),"MONDAY-FRIDAY0830-1300:,TUESDAYANDTHURSDAY1400-1700:,MONDAY,WEDNESDAY,THURSDAY1830-2130:,SATURDAYANDSUNDAY0830-1200\n",From13andUp,65827823
HEALTHMARK FAMILY CLINIC COMPASSVALE,263 COMPASSVALE STREET #01-02/03  S(540263),PUBLICHOLIDAY:CLOSED\nMONDAY-WEDNESDAY:08:30AM-12:30PM\n01:30PM\n-04:30PM\n06:00PM-09:00PM\nTHURSDAY:08:30AM-12:30PM\nFRIDAY:08:30AM-12:30PM\n01:30PM\n-04:30PM\nSATURDAYANDSUNDAY:08:30AM-12:30PM\n,From13andUp,68810075
HEALTHMARK MEDICAL CLINIC,BLK 639 PUNGGOL DRIVE #01-06  S(820639),PUBLICHOLIDAY:CLOSED\nMONDAY-THURSDAY:08:30AM-02:00PM\n06:00PM-09:00PM\nFRIDAY:08:30AM-02:00PM\nSATURDAY:08:30AM-01:00PM\nSUNDAY:CLOSED\n,From13andUp,68756696
HEALTHMARK PIONEER MALL,638 JURONG WEST STREET 61 #02-08 PIONEER MALL,PUBLICHOLIDAY:08:30AM-01:00PM\n,From13andUp,68613100
HEALTHMATTERS  THE FAMILY PRACTICE,"1 PASIR RIS CLOSE, #02-309/310 DOWNTOWN EAST   , S(519599)",MONDAY-FRIDAY9AM-4PM\n,From7andUp,65557555
HEALTHMATTERS  THE FAMILY PRACTICE,"1 PASIR RIS CLOSE, #02-309/310 DOWNTOWN EAST   , S(519599)",MONDAY-FRIDAY:9AM-1PM\n3PM-5PM\nNOSWABSONWEDNESDAYSANDSATURDAYS\nCLOSEDONSUNDAYSANDPH\n,From13andUp,65557555
HEALTHSPRINGS MEDICAL  LASER CLINIC,BLK 105A BIDADARI PARK DRIVE #01-09  S(341105),WEEKDAYS:11AM-12PM\n1-2PM\n,From13andUp,69707933
HEALTHSPRINGS MEDICAL ASSOCIATES,541 ORCHARD RD #10-02 LIAT TOWERS  S(238881),WEEKDAYS:11AM-12PM\n3-4PM\n,From12andUp,67345310
HEALTHSPRINGS MEDICAL CLINIC,"524A JELAPANG ROAD #02-01/02 GREENRIDGE , SHOPPING CENTRE  S(671524)",WEEKDAYS:11AM-12PM\n2-3PM\n,From13andUp,68926681
HEALTHWAY MEDICAL,BLK 748 YISHUN STREET 72 #01-230  S(760748),MONDAY-FRIDAY:0830AM-01:00PM\n02:00PM-05:00PM\nSATURDAY:0830AM-01:00PM\n,From13andUp,68537101
HEALTHWAY MEDICAL,"BLK 446 BUKIT BATOK WEST AVENUE 8 #01-03
S(650446)",MONDAY-FRIDAY:08:30AM-1:00PM\n02:00PM-05:00PM\nSATURDAY:08:30AM-1:00PM\n,From13andUp,62565980
HEALTHWAY MEDICAL,"705 SERANGOON ROAD #01-06 KWONG WAI SHIU
HOSPITAL S(328127) ",MONDAY-THURSDAY:0830-1200\n1400-1600\n,From13andUp,62914331
HEALTHWAY MEDICAL,BLK 110 LENGKONG TIGA #01-231 S(410110),MONDAY-FRIDAY:08:30AM-1:00PM\n02:00PM\n05:00PM\nSATURDAY:08:30AM-1:00PM\n,From13andUp,67494062
HEALTHWAY MEDICAL,BLK 330 ANG MO KIO AVE 1 #01-1803 S(560330),MONDAY-FRIDAY:0900-1300\n1400-1700\n,From13andUp,65530100
HEALTHWAY MEDICAL,BLK 153 BUKIT BATOK ST 11 #01-284 S(650153),MONDAY-SUNDAY:08:00AM-1:00PM\n02:00PM\n05:00PM\n06:00PM\n10:00PM\n,"From0and
Up",65679881
HEALTHWAY MEDICAL,218 BEDOK NORTH ST 1 #01-17 S(460218),MONDAY-FRIDAY:08:00AM-10:00PM\nSATURDAY:08:00AM-05:00PM\n,"From7and
Up",64410236
HEALTHWAY MEDICAL,BLK 267 COMPASSVALE LINK #01-04 S(540267),MONDAY-FRIDAY:08:30AM-05:00PM\nSATURDAY:08:30AM-01:00PM\n,"From0and
Up",63438770
HEALTHWAY MEDICAL,168 PUNGGOL FIELD #02-07A S(820168),MONDAY-FRIDAY:08:30AM-12:30PM\n02:00PM-05:00PM\nSATURDAY:08:30AM-12:30PM\nSUNDAY:9AM-12:00PM\n,"From0and
Up",63153493
HEALTHWAY MEDICAL,"90 HOUGANG AVENUE 10 #04-06 HOUGANG MALL
S(538766)",MONDAY-FRIDAY:9AM-05:00PM\nSATURDAY:9AM-01:00PM\n,"From0and
Up",63437620
HEALTHWAY MEDICAL,"10 SINARAN DRIVE #09-36 NOVENA MEDICAL
CENTER S(307506)",MONDAY-FRIDAY:08:30AM-1:00PM\n02:00PM\n05:00PM\n,"From0and
Up",63528696
HEALTHWAY MEDICAL,"6A SHENTON WAY #02-15 DOWNTOWN GALLERY
S(068815)",MONDAY-FRIDAY:08:30AM-1:00PM\n02:00PM-05:00PM\n,"From0and
Up",62202383
HEALTHWAY MEDICAL,"BLK 308 ANCHORVALE ROAD #01-03 MULTI STOREY
CAR PARK S(540308)",MONDAY-FRIDAY:08:30AM-01:00PM\n02:00PM\n05:00PM\nSATURDAY:08:30AM-01:00PM\n,"From0and
Up",63123106
HEALTHWAY MEDICAL,BLK 625 ELIAS RD #01-322 ELIAS MALL S(510625),MONDAY-FRIDAY:08:30AM-05:00PM\nSATURDAY:08:30AM-01:00PM\n,"From12
andUp",65846822
HEALTHWAY MEDICAL,BLK 721 ANG MO KIO AVE 8 #01-2801 S(560721),MONDAY-FRIDAY:08:00AM-03:00PM\nSATURDAY:0830AM-1230PM\n,"From13
andUp",64554629
HEALTHWAY MEDICAL,"BLK 445 FAJAR ROAD #02-534 FAJAR SHOPPING
CENTRE S(670445)",MONDAY-FRIDAY:08:30AM-12:30PM\n02:00PM\n04:30PM\nSATURDAY:08:30AM-12:30PM\n,"From7and
Up",67690600
HEALTHWAY MEDICAL,BLK 710 TAMPINES ST 71 #01-134 S(520710),MONDAY-FRIDAY:0830AM-01:00PM\n02:00PM-05:00PM\n,"From12
andUp",62609081
HEALTHWAY MEDICAL,"BLK 452 ANG MO KIO AVE 10 #01-1787
S(560452)",MONDAY-FRIDAY:08:00AM-05:00PM\nSATURDAY:08:00AM-01:00PM\n,"From13
andUp",64516558
HEALTHWAY MEDICAL,BLK 101 TOWNER ROAD #01-236 S(322101),MONDAY-FRIDAY:08:30AM-05:00PM\nSATURDAY:08:30AM-01:00PM\n,"From13
andUp",62977592
HEALTHWAY MEDICAL,"888 WOODLANDS DR 50 #02-737 888 PLAZA
S(730888)",MONDAY-FRIDAY:0830AM-01:00PM\n02:00PM-05:00PM\n,"From13
andUp",63649661
HEALTHWAY MEDICAL,"BLK 534 CHOA CHU KANG ST 51 #01-37 LIMBANG
SHOPPING CENTRE S(680534)",MONDAY-FRIDAY:08:30AM-05:00PM\nSATURDAY:08:30-01:00PM\n,"From0and
Up",67622555
HEALTHWAY MEDICAL,BLK 101 YISHUN AVENUE 5 #01-15 S(760101),MONDAY-FRIDAY:08:30AM-01:00PM\n02:00PM-05:00PM\nSATURDAY:08:30AM-01:00PM\n,"From6and
Up",67551345
HEALTHWAY MEDICAL,"BLK 475 CHOA CHU KANG AVE 3 #02-03 SUNSHINE
PLACE S(680475)",MONDAY-FRIDAY:08:30AM-01:00PM\n02:00PM-05:00PM\nSATURDAY:08:30AM-01:00PM\n,"From0and
Up",68926330
HEALTHWAY MEDICAL,"BLK 727 CLEMENTI WEST STREET 2 #01-258
S(120727)","MONDAY,TUESDAYS/THURSDAY8:30AM-2:30PM\n6:00PM\n9:00PM\nWEDNESDAY/FRIDAY8:30AM-2:30PM\nSATURDAY,SUNDAY/PUBLICHOLIDAYS8:30AM-12:30PM\n","From13
andUp",67745901
HEALTHWAY MEDICAL,"3 GATEWAY DRIVE #04-32 WESTGATE
S(608532)",MONDAY-FRIDAY9:00AM-1:00PM\n2:00PM\n5:00PM\nSATURDAY9:00AM-1:00PM\nSUNDAY/PUBLICHOLIDAY11:00AM-3:00PM\n,"From13
andUp",65606127
HEALTHWAY MEDICAL,"BLK 690 JURONG WEST CENTRAL 1 #01-193
S(640690)","MONDAY/WEDNESDAY8:30AM-12:30PM\n2:00PM\n5:00PM\n6:00PM\n9:00PM\nTUESDAYS,THURSDAY/FRIDAY8:30AM-12:30PM\n2:00PM\n5:00PM\nSATURDAY8:30AM-12:30PM\n6:00PM\n9:00PM\nSUNDAY/PUBLICHOLIDAYS8:30AM-12:30PM\n","From13
andUp",67921812
HEALTHWAY MEDICAL,"BLK 118 RIVERVALE DRIVE #02-17 RIVERVALE
PLAZA S(540118)",MONDAY-FRIDAY8:00AM-5:00PM\n6:00PM-10:00PM\nSATURDAY8:00AM-5:00PM\n6:00PM-10:00PM\nSUNDAY/PUBLICHOLIDAYS8:00AM-2:00PM\n6:00PM-10:00PM\n,"From13
andUp",68812689
HEALTHWAY MEDICAL,BLK 108 HOUGANG AVE 1 #01-1299  S(530108),"DAILY\n8AM-9PM\nMONDAY-FRIDAY,8:30AM-1:00PM\n2:00PM\n5:00PM\n6:00PM\n9:00PM\nMONDAY-FRIDAY,8:30AM-3:00PM\n6:00PM\n9:00PM\nMONDAY/WEDNESDAY,8:30AM-1:00PM\n2:00PM\n5:00PM\n6:00PM\n9:00PM\nTUESDAYS,THURSDAY/FRIDAY,8:30AM-1:00PM\n2:00PM\n5:00PM\n",From13andUp,62849692
HEALTHWAY MEDICAL,BLK 503 TAMPINES CENTRAL 1 #01-311  S(520503),MONDAY-FRIDAY8:30AM-1:00PM\n2:00PM\n5:00PM\n6:00PM\n9:00PM\n,From13andUp,67890383
HEALTHWAY MEDICAL,BLK 177 TOA PAYOH CENTRAL #01-130  S(310177),MONDAY-FRIDAY8:30AM-3:00PM\n6:00PM\n9:00PM\n,From13andUp,62553773
HEALTHWAY MEDICAL,BLK 461 YISHUN AVENUE 6 #01-05    S(760461),"MONDAY/WEDNESDAY8:30AM-1:00PM\n2:00PM\n5:00PM\n6:00PM\n9:00PM\nTUESDAYS,THURSDAY/FRIDAY8:30AM-1:00PM\n2:00PM\n5:00PM\n",From13andUp,62354824
HEALTHWERKZ MEDICAL CENTRE,BLK 355 SEMBAWANG WAY #01-02  S(750355),MONDAY-FRIDAY:0800-2100SATURDAYSUNDAYPH:1000-1700,From0andUp,67557115
HEALTHWERKZ MEDICAL CENTRE  CCK,BLK 225 CHOA CHU KANG CENTRAL #01-199  S(680225),MONDAY-FRIDAY:830AM-1PM\n6PM\n9PM\nSATURDAY830AM-12PM\n,From7andUp,67662827
HEALTHWERKZ MEDICAL CENTRE  ORCHARD,9 SCOTTS ROAD #11-02 PACIFIC PLAZA  S(228210),MONDAY-FRIDAY10AM-6PM\nSATURDAY10AM-2PM\n,From7andUp,67345987
HEARTLAND FAMILY CLINIC,BLK 333C YISHUN STREET 31 #01-167  S(763333),"MONDAY-THURSDAY:8AM-1230PM\n2PM-4PM\nFRIDAY:8AM-1230PM\nSATURDAY,SUNDAY:830AM-12PM",From0andUp,62500655
HEARTLANDHEALTH,BLK 730 TAMPINES STREET 71 #01-51 TAMPINES COURTVIEW  S(520730),MONDAY-SUNDAY:08:00-01:00PM\n06:00PM-11:00PM\n,From0andUp,88142803
HEARTLANDHEALTH,BLK 114 JURONG EAST STREET 13 #01-406 JURONG EAST VILLE  S(600114),MONDAY-SATURDAY:08:30AM-12:30PM\nSUNDAY/PH:CLOSED\n,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 66 LORONG 4 TOA PAYOH #01-315 TOA PAYOH VISTA  S(310066),MONDAY-SUNDAY:08:00AM-01:00PM\n06:00PM-11:00PM\nPH:ASPERABOVE,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 86 REDHILL CLOSE #01-600  S(150086),MONDAY-SUNDAY:08:00AM-01:00PM\n06:00PM-11:00PM\n,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 164 BUKIT BATOK STREET 11 #01-152  S(650164),MONDAY-SUNDAY:08:00AM-01:00PM\n06:00PM-11:00PM\n,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 88 CIRCUIT ROAD #01-965 MACPHERSON OASIS  S(370088),MONDAY-SUNDAY:07:00AM-01:00PM\n06:00PM-11:00PM\n,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 463 JURONG WEST STREET 41 #01-564  S(640463),MONDAY-SUNDAY:08:00AM-01:00PM\n06:00PM-11:00PM\n,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 18 BEDOK SOUTH ROAD #01-69  S(460018),"MONDAY-FRIDAY:07:00AM-01:00PM\n06:00PM-11:00PM\nSATURDAY,SUNDAY:07:00AM-01:00PM\n06:00PM-11:00PM\n","From0and
Up",88142803
HEARTLANDHEALTH,BLK 19 LORONG 7 TOA PAYOH #01-272 KIM KEAT PALM  S(310019),"MONDAY-FRIDAY:07:00AM-01:00PM\n06:00PM-11:00PM\nSATURDAY,SUNDAY:07:00AM-01:00PM\n06:00PM-11:00PM\n","From0and
Up",88142803
HEARTLANDHEALTH,BLK 59 NEW UPPER CHANGI ROAD #01-1268  S(461059),MONDAY-FRIDAY:07:00AM-11:00PM\nSATURDAY-SUNDAY:07:00AM-01:00PM\n06:00PM-11:00PM\nPH:ASPERABOVE,"From0and
Up",88142803
HEARTLANDHEALTH,BLK 87 WHAMPOA DRIVE #01-869  S(320087),"MONDAY-FRIDAY:07:00AM-11:00PM\nSATURDAY,SUNDAY:07:00AM-01:00PM\n06:00PM-11:00PM\n","From0and
Up",88142803
HELIX AESTHETICS AND MEDICAL CLINIC,"160 ROBINSON ROAD #03-04 SINGAPORE BUSINESS , FEDERATION CENTER  S(068914)","MONDAY,TUESDAY,FRIDAY:11AM-7PM\nSATURDAY:9AM-2PM\n(BYAPPOINTMENTONLY)\n",From13andUp,88119131
HILL SPRING MEDICAL,"12 JALAN LEBAN SEMBAWANG HILLS ESTATE   , S(577552)",8:30AM-4PM\n6PM-9:30PM\n,From13andUp,64563200
HISEMAINN MEDICAL CLINIC BUKIT BATOK,BLK 289E BUKIT BATOK ST 25 #01-160  S(654289),MONDAY-FRIDAY:9AM-2PM\nMONDAY/WEDNESDAY/THURSDAY:630PM\n-830PM\nSATURDAY:9AM-1PM\nTUESDAYS/FRIDAYNIGHT/PH:CLOSED\n,From13andUp,65691375
HISEMAINN MEDICAL CLINIC JURONG WEST,BLK 276 JURONG WEST ST 25 #01-06  S(640276),MONDAY-FRIDAY:830AM-330PM\nMONDAY-THURSDAY:630PM\n-930PM\nSATURDAY/SUNDAY:830AM-1230PM\nFRIDAYNIGHT/PH:CLOSED\n,From13andUp,67958990
HK FAMILY CLINIC  SURGERY PTE LTD,BLK 410 ANG MO KIO AVE 10 #01-817  S(560410),BLK410ANGMOKIOAVE10#01-817S(560410)MONDAY-THURSDAY:08:30AM-02:00PM\n06:00PM\n-08:00PM\nMONDAY-THURSDAY:08:30AM-02:00PM\n06:00PM\n-08:30PM\nFRIDAY-SATURDAY:08:30AM-02:00PM\nFRIDAYANDSATURDAY:08:30AM-02:00PM\n,From13andUp,65528757
HL CLINIC PTE LTD,BLK 9 TELOK BLANGAH CRESCENT #01-135  S(090009),PUBLICHOLIDAY:08:30AM-02:00PM\nPUBLICHOLIDAY:08:30AM-02:00PM\nMONDAY-THURSDAY:08:30AM-02:30PM\n06:00PM\n-08:30PM\nMONDAY-THURSDAY:08:30AM-02:30PM\n06:00PM\n-09:30PM\nFRIDAY-SUNDAY:08:30AM-02:30PM\nFRIDAY-SUNDAY:08:30AM-02:30PM\n,From13andUp,62721986
