 clinicName,Location,OpeningHours,Age,Contact
Etern Medical Clinic (Sengkang),"33 SENGKANG WEST AVENUE #03-33 THE , SELETAR MALL  S(797653)","Mon - Fri: 08.30am to 01.00pm, 02.00pm to , 05.00pm, 06.30pm to 09.30pm   , Sat - Sun: 09.00am to 03.00pm, 06.30pm to , 09.30pm   , PH: 09.00am to 03.00pm, 06.30pm to 09.30pm",From 0 and Up,64257255
EVERHEALTH FAMILY CLINIC & SURGERY,Blk 762 Jurong West St 75 #01-290 Gek Poh Shopping Centre  S(640762),"Mon,Tue,Thu: 11.00 am to 07.00 pm , Wed: 11.00am to 04.00pm , Fri: 10.00am to 12.00pm   , Sat: 10.00am to 11.30am   , Sun: Closed   , PH: Closed",From 7 and Up,67933113
EVERHEALTH MEDICAL CENTRE,Blk 540 Hougang Avenue 8 #B1-1235  S(530540),"Mon & Tues 10 am -12noon, 2 pm to 4 pm , Wed to Fri 10 am to 12 noon , Sat 10 am to 11.30 am , Sun and PH closed",From 7 and Up,63850815
Everton Clinic,BLK 7 EVERTON PARK #01-17  S(080007),"Mon, Tues, Thurs 8.30am-12.30pm, 2-5pm, 6.308.30pm , Fri 8.30am-12.30pm, 2-5pm , Sun 8.30am-12.30pm",From 13 and Up,62207872
EXCEL FAMILY CLINIC,"21 HOUGANG ST 51 #01-06 HOUGANG GREEN , SHOPPING MALL  S(538719)","Mon -Fri:  9am -11am, 2pm-330 pm , Sat: 9am -11 am , Sun & PH: closed",From 13 and Up,63865278
FAITH CLINIC (BEDOK),BLK 746 BEDOK RESERVOIR ROAD #01-3013  S(470746),10am to 3pm (MON-FRI),From 13 and Up,67020820
FAITH CLINIC (JURONG WEST),Blk 762 Jurong West St 75 #02-256D  S(640762),Swab Timing : 9am to 12pm (MON-SUN)”  ,From 13 and Up,67916780
FAITH CLINIC (SIMEI),Blk 139 Simei St 1 #01-10  S(520139),Swab Timing : 9am to 12pm (MON-SUN)”  ,From 13 and Up,67884303
FAITH CLINIC (TOA PAYOH),Blk 211 Toa Payoh Lor 8 #01-19  S(310211),Swab Timing : 9am to 12pm (MON-SUN)”  ,From 13 and Up,62527896
FAITH CLINIC (YISHUN),Blk 598 Yishun Ring Road #01-11 Wisteria Mall  S(768698),Swab Timing : 9am to 12pm (MON-SUN)”  ,From 13 and Up,63391129
FAITH FAMILY CLINIC,57 Marine Terrace #01-113  S(440057),Swab Timing : 9am to 12pm (MON-SUN)”  ,From 13 and Up,64466326
FAITH HEALTHCARE (TAMPINES),"11 Tampines Street 32 #01-11 Tampines Mart   , S(529287)",Swab Timing : 9am to 12pm (MON-SUN)”  ,From 13 and Up,64433843
FAMILY CARE CLINIC PTE LTD,Blk 415 Bt Batok West Ave 4 #01-272  S(650415),"Monday and Tuesday : 09:00 am to 01:00 pm, 02:00 , pm to 04:30 pm, 07:00 pm to 09:00 pm   ,  Wednesday : 09:00 am to 01:00 pm   ,  Thursday and Friday : 09:00 am to 01:00 pm, 02:00 , pm to 04:30 pm, 07:00 pm to 09:00 pm   ,  Saturday : 09:00 am to 12:30 pm   ,  Sunday and Public Holiday :  Closed",From 0 and Up,65671775
FAMILY HEALTH CLINIC & SURGERY,Blk 2 Balestier Road #01-651 Balestier Hill Shopping Centre  S(320002),"Mon-Friday : 9.00 am to 1230 pm, 2.00 pm-5.30 pm Sat : 9.00 am to 12.30 pm",From 7 and Up,62542440
FAMILY MEDICARE CLINIC & SURGERY,Blk 721 Ang Mo Kio Ave 8 #01-2815  S(560721),"Mon - Fri: 08.30am to 12pm, 02.00pm to 04.00pm, , 07.00pm to 08.30pm , Sat: 08.30am to 12.00pm",From 7 and Up,64566582
Family Medicine Clinic Chinatown,"133 NEW BRIDGE ROAD #02-09 CHINATOWN , POINT  S(059413)","9 am to 5:30 pm (Mon to Fri)   , 9 am to 12:30 pm (Mon to Sat)",From 13 and Up,62255155
FAMILYCARE CLINIC & SURGERY,BLK 85C TOA PAYOH LOR 4 #01-380  S(313085),"Monday to Friday , 9am to 12.30pm , 2pm to 4pm , 7.30pm to 9.30pm Saturday &Sunday , 9am to 12.30pm , Closed on Public Holidays.",From 13 and Up,62509033
FARRER PARK HOSPITAL,"1 Farrer Park Station Road, #08-21-09-21,1021,11-5-8 Connexion #01-21&22,#02-01,#0321,#04-21,#04-K1/K6.#05-21,#07-21  S(217562)",Mon to Sun: 7AM - 4PM at emergency clinic (by appointment only),From 13 and Up,63633737
FEMA Clinic & Surgery,"10 SINARAN DRIVE #09-32 NOVENA MEDICAL , CENTER  S(307506)",Monday to Friday = 0900hrs to 1700hrs,From 13 and Up,68543720
FIRST CARE FAMILY CLINIC & SURGERY PTE LTD,253 JURONG EAST ST 24 #01-257  S(600253),"MONDAY TO SUNDAY 0800H-1300H, 1800H-2200H EXCLUDING PUBLIC HOLIDAYS",From 13 and Up,64252350
FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES,"391B Orchard Road #25-01/07/08 Ngee Ann , City Tower B  S(238874)","Monday to Friday : 8.30am- 10.30am, 2pm-3pm   , Saturday                : 8.30am – 10.30am",From 13 and Up,63333636
FULLERTON HEALTH @ NTU,"36 Nanyang Avenue #01-01/02 Nanyang , Technological University  S(639801)","Swabbing is only for NTU students /staff ,   , Monday to Friday : 8.30am - 4.30pm   , Saturday                : 9.30am - 11am",From 13 and Up,63333636
FULLERTON HEALTH @ OFC,"10 Collyer Quay #03-08/09 Ocean Financial , Centre  S(049315)","Monday to Friday : 8.30am - 10.30am, 2pm - 3pm   , Saturday                : 8.30am - 10.30am",From 13 and Up,63333636
FULLERTON HEALTHCARE @ ARC,460 Alexandra Road #02-18  S(119963),"Monday to Thursday : 8.30am - 11.30am, 2pm 3.30pm , Friday                          : 8.30am - 11.30am, 2pm -3pm",Call to confirm,63333636
FULLERTON HEALTHCARE @ DRS TRYTHALL HOY DAVIES,"1 Jurong West Central 2 #B1A-19B Jurong Point , Shopping Centre  S(648886)","Monday to Friday : 9am - 11am, 2pm - 3.30pm   , Saturday                : 9am - 11am",From 13 and Up,63333636
FULLERTON HEALTHCARE @ GETHIN-JONES,78 Shenton Way #04-01  S(079120),"Monday to Friday : 9am - 11am, 2pm - 3pm   , Saturday                : 9am - 11am",From 13 and Up,63333636
FULLERTON HEALTHCARE @ MBFC,"10 Marina Boulevard #01-03/03A Tower 2 , Marina Bay Financial Centre  S(018981)","Mon - Thur : 8.30am - 11.30am, 2pm - 3.30pm Fri: , 08.30am to 10.00am , Closed on Sat, Sun and PH",Call to confirm,63333636
FULLERTON HEALTHCARE @ METROPOLIS,Blk 9 North Buona Vista Drive #01-03 The Metropolis  S(138588),"Monday to Thursday : 8.30am - 11.30am, 2pm - 3.30pm , Friday                          : 8.30am - 11.30am, 2pm - 3pm",From 13 and Up,63333636
FUSION MEDICAL & HEALTH SCREENING CENTRE,"1 Fusionopolis Link #01-05 Nexus @One-North   , S(138542)","Mon to Fri: 8:30AM - 5PM , Lunch hours: 12:30PM -1:30PM , From Sep 2020 (until further notice): 8:30AM - 12PM , (by appointment only)",From 7 and Up,62506548
FUSION MEDICAL HEALTH SCREENING & AESTHETIC,"501 ORCHARD ROAD #04-11 WHEELOCK PLACE   , S(238880)","MON- FRI - 0830 TO 1730   , SAT - 0830 TO 1300   , PH - CLOSE",From 13 and Up,62351512
GARDEN CLINIC,Blk 304 Serangoon Ave 2 #01-04  S(550304),"Mon-Fri: 9.00am to 12.30pm, 2.00pm to 5.00pm Sat and Sun: 9.00am to 12.00pm",From 0 and Up,63821878
Global Medical Centre,"163 TANGLIN ROAD #03-07 TANGLIN MALL   , S(247933)","MONDAY TO FRIDAY 9AM - 1PM  &   2PM TO 5 PM , SATURDAY                  9AM TO 1PM",From 13 and Up,67371223
GREENFOREST FAMILY CLINIC,BLK 878C TAMPINES AVENUE 8 #01-71  S(523878),"Mon to Fri: 9AM - 2PM , Mon to Thu: 6PM - 9PM , Sat and Sun: 9AM - 1PM",From 0 and Up,67850157
GREENLINK MEDICAL CLINIC,BLK 807 YISHUN RING ROAD #01-4213  S(760807),"Monday - Wednesday , 830am-230pm, 630pm-830pm , Thursday - Friday , 830am-230pm , Saturday , 830am-1200noon",From 13 and Up,67552238
Heal Medical Centre,"262 BALESTIER ROAD #04-01/02 OKIO   , S(329714)",Mon- Friday 0900-1700h,From 5 to 80,62509550
HEALTH FIRST FAMILY CLINIC,Blk 26 Jalan Membina #01-06 Multi Storey Car Park  S(161026),"Monday, Tuesday, Thursday, Friday 9 am-1230pm, , 1400-1530 , Sunday 9am-1130am , Close on PH",From 7 and Up,67932833
HEALTH PARTNERSHIP MEDICAL CENTRE,Blk 109 Bukit Purmei Rd #01-145  S(090109),"Mondays to Fridays 08.30am to 11.00am, 12.30pm to 04.00pm, 06.00pm to 08.00pm. Sat, Sun: 08.30 to 12.00pm. PH: NA",From 0 and Up,62782860
Healthcare Medical @ Kovan,BLK 208 HOUGANG STREET 21 #01-205  S(530208),"Mon - Thur 0830h-1300h 1400h-1700h ,1830h- , 2130h , Fri 0830h-1300h 1400h-1700h , Sat 0830h-1230h , Sun/ PH Closed",From 13 and Up,62821118
HEALTHIFY MEDICAL FAMILY,262 Balestier Road #01-04 Okio  S(329714),"Mon, Tues, Thursday:  9:00am- 7:30pm",From 7 and Up,69779773
HEALTHLINK MEDICAL CLINIC & SURGERY,Blk 5 Upper Aljunied Lane #01-46  S(360005),"Mon - Thur: 08.30 to 12.30pm, 02.00pm to , 04.30pm, 06.30pm to 09.00pm , Fri, Sat, Sun: 08.30am to 12.30pm",From 1 and Up,62890885
HEALTHMARK CLINIC (PASIR RIS),Blk 735 Pasir Ris Street 72 #01-314 Pasir Ris West Plaza  S(510735),"Mon to Fri 0830-1300. , Tue and Thu 1400-1700. , Mon,Wed,Thu 1830-2130. , Sat and Sun 0830-1200",From 13 and Up,65827823
HEALTHMARK FAMILY CLINIC (COMPASSVALE),263 Compassvale Street #01-02/03  S(540263),"Public Holiday :  Closed   ,  Monday to Wednesday : 08:30 am to 12:30 pm, , 01:30 pm to 04:30 pm, 06:00 pm to 09:00 pm   ,  Thursday : 08:30 am to 12:30 pm   ,  Friday : 08:30 am to 12:30 pm, 01:30 pm to 04:30 pm   ,  Saturday and Sunday : 08:30 am to 12:30 pm",From 13 and Up,68810075
HEALTHMARK MEDICAL CLINIC,Blk 639 Punggol Drive #01-06  S(820639),"Public Holiday :  Closed   ,  Monday to Thursday : 08:30 am to 02:00 pm, 06:00 pm to 09:00 pm   ,  Friday : 08:30 am to 02:00 pm   ,  Saturday : 08:30 am to 01:00 pm   ,  Sunday :  Closed",From 13 and Up,68756696
HEALTHMARK PIONEER MALL,638 Jurong West Street 61 #02-08 Pioneer Mall  ,Public Holiday : 08:30 am to 01:00 pm,From 13 and Up,68613100
HEALTHMATTERS - THE FAMILY PRACTICE,"1 Pasir Ris Close, #02-309/310 Downtown East   , S(519599)",Mon to Friday 9 am to 4 pm,From 7 and Up,65557555
HealthMatters - The Family Practice,"1 Pasir Ris Close, #02-309/310 Downtown East   , S(519599)","Monday to Friday 9 am to 1pm , 3 pm to 5 pm No swabs on wednesdays and Saturdays. Closed on Sundays and PH",From 13 and Up,65557555
HEALTHSPRINGS MEDICAL & LASER CLINIC,Blk 105A Bidadari Park Drive #01-09  S(341105),"Weekdays: 11am to 12pm, 1 to 2pm",From 13 and Up,69707933
HEALTHSPRINGS MEDICAL ASSOCIATES,541 Orchard Rd #10-02 Liat Towers  S(238881),"Weekdays: 11am to 12pm, 3 to 4pm",From 12 and Up,67345310
HEALTHSPRINGS MEDICAL CLINIC,"524A Jelapang Road #02-01/02 Greenridge , Shopping Centre  S(671524)","Weekdays: 11am to 12pm, 2 to 3pm",From 13 and Up,68926681
HEALTHWAY MEDICAL,Blk 748 Yishun Street 72 #01-230  S(760748),"Mon - Fri:
0830am to 01.00pm
02.00pm to 05.00pm
Sat :0830am to 01.00pm",From 13 and Up ,68537101
HEALTHWAY MEDICAL,"Blk 446 Bukit Batok West Avenue 8 #01-03
S(650446)","Mon - Fri:
08.30am to 1.00pm
02.00pm to 05.00pm
Sat: 08.30am to 1.00pm",From 13 and Up ,62565980
HEALTHWAY MEDICAL,"705 Serangoon Road #01-06 Kwong Wai Shiu
Hospital S(328127) ",Mon - Thurs: 0830 - 1200; 1400 - 1600,From 13 and Up ,62914331
HEALTHWAY MEDICAL,Blk 110 Lengkong Tiga #01-231 S(410110) ,"Mon - Fri: 08.30am to 1.00pm, 02.00pm - 05.00pm
Sat: 08.30am to 1.00pm",From 13 and Up ,67494062
HEALTHWAY MEDICAL,Blk 330 Ang Mo Kio Ave 1 #01-1803 S(560330),"Mon - Fri:
0900 - 1300
1400 - 1700",From 13 and Up ,65530100
HEALTHWAY MEDICAL,Blk 153 Bukit Batok St 11 #01-284 S(650153),"Mon - Sun:
08.00am - 1.00pm
02.00pm - 05.00pm
06.00pm - 10.00pm","From 0 and
Up ",65679881
HEALTHWAY MEDICAL,218 Bedok North St 1 #01-17 S(460218),"Mon - Fri: 08.00am to 10.00pm
Sat: 08.00am to 05.00pm","From 7 and
Up ",64410236
HEALTHWAY MEDICAL,Blk 267 Compassvale Link #01-04 S(540267) ,"Mon - Fri: 08.30am - 05.00pm
Sat: 08.30am - 01.00pm","From 0 and
Up ",63438770
HEALTHWAY MEDICAL,168 Punggol Field #02-07A S(820168),"Mon - Fri:
08.30am to 12.30pm
02.00pm to 05.00pm
Sat: 08.30am to 12.30pm
Sun: 09.00am to 12.00pm","From 0 and
Up ",63153493
HEALTHWAY MEDICAL,"90 Hougang Avenue 10 #04-06 Hougang Mall
S(538766)","Mon - Fri: 09.00am to 05.00pm
Sat: 09.00am to 01.00pm","From 0 and
Up ",63437620
HEALTHWAY MEDICAL,"10 Sinaran Drive #09-36 Novena Medical
Center S(307506)","Mon - Fri:
08.30am - 1.00pm
02.00pm - 05.00pm","From 0 and
Up ",63528696
HEALTHWAY MEDICAL,"6A Shenton Way #02-15 Downtown Gallery
S(068815)","Mon - Fri:
08.30am to 1.00pm
02.00pm to 05.00pm","From 0 and
Up ",62202383
HEALTHWAY MEDICAL,"Blk 308 Anchorvale Road #01-03 Multi Storey
Car Park S(540308)","Mon - Fri:
08.30am to 01.00pm
02.00pm - 05.00pm
Sat: 08.30am to 01.00pm","From 0 and
Up ",63123106
HEALTHWAY MEDICAL,Blk 625 Elias Rd #01-322 Elias Mall S(510625),"Mon - Fri:
08.30am to 05.00pm
Sat: 08.30am to 01.00pm","From 12
and Up",65846822
HEALTHWAY MEDICAL,Blk 721 Ang Mo Kio Ave 8 #01-2801 S(560721),"Mon - Fri:
08.00am to 03.00pm
Sat: 0830am to 1230pm","From 13
and Up",64554629
HEALTHWAY MEDICAL,"Blk 445 Fajar Road #02-534 Fajar Shopping
Centre S(670445)","Mon - Fri:
08.30am - 12.30pm
02.00pm - 04.30pm
Sat: 08.30am - 12.30pm","From 7 and
Up ",67690600
HEALTHWAY MEDICAL,Blk 710 Tampines St 71 #01-134 S(520710),"Mon - Fri:
0830am to 01.00pm
02.00pm to 05.00pm","From 12
and Up ",62609081
HEALTHWAY MEDICAL,"Blk 452 Ang Mo Kio Ave 10 #01-1787
S(560452)","Mon - Fri: 08.00am to 05.00pm
Sat: 08.00am to 01.00pm","From 13
and Up",64516558
HEALTHWAY MEDICAL,Blk 101 Towner Road #01-236 S(322101) ,"Mon - Fri: 08.30am to 05.00pm
Sat: 08.30am to 01.00pm","From 13
and Up ",62977592
HEALTHWAY MEDICAL,"888 Woodlands Dr 50 #02-737 888 Plaza
S(730888)","Mon - Fri:
0830am to 01.00pm
02.00pm to 05.00pm","From 13
and Up",63649661
HEALTHWAY MEDICAL,"Blk 534 Choa Chu Kang St 51 #01-37 Limbang
Shopping Centre S(680534)","Mon-Fri: 08.30am to 05.00pm
Sat: 08.30 to 01.00pm","From 0 and
Up ",67622555
HEALTHWAY MEDICAL,Blk 101 Yishun Avenue 5 #01-15 S(760101),Mon - Fri: 08.30am to 01.00pm 02.00pm to 05.00pm Sat: 08.30am to 01.00pm,"From 6 and
Up ",67551345
HEALTHWAY MEDICAL,"Blk 475 Choa Chu Kang Ave 3 #02-03 Sunshine
Place S(680475)","Mon - Fri: 08.30am to 01.00pm, 02.00pm to
05.00pm
Sat: 08.30am to 01.00pm","From 0 and
Up ",68926330
HEALTHWAY MEDICAL,"BLK 727 Clementi West Street 2 #01-258
S(120727)","Mon,Tues & Thurs
 8:30am – 2:30pm
 6:00pm – 9:00pm
Wed & Fri
 8:30am – 2:30pm
Sat, Sun & Public Holidays
8:30am – 12:30pm","From 13
and Up",67745901
HEALTHWAY MEDICAL,"3 GATEWAY DRIVE #04-32 WESTGATE
S(608532)","Mon – Fri
9:00am – 1:00pm
2:00pm – 5:00pm
Sat
9:00am – 1:00pm
Sun & Public Holiday
11:00am – 3:00pm","From 13
and Up",65606127
HEALTHWAY MEDICAL,"BLK 690 JURONG WEST CENTRAL 1 #01-193
S(640690)","Mon & Wed
8:30am – 12:30pm
2:00pm – 5:00pm
6:00pm - 9:00pm
Tues,Thursday & Fri
8:30am – 12:30pm
2:00pm – 5:00pm
Sat
8:30am – 12:30pm
 6:00pm – 9:00pm
Sun & Public Holidays
8:30am – 12:30pm","From 13
and Up ",67921812
HEALTHWAY MEDICAL,"BLK 118 RIVERVALE DRIVE #02-17 RIVERVALE
PLAZA S(540118)","Mon – Fri
8:00am - 5:00pm
6:00pm - 10:00pm
Sat
8:00am - 5:00pm
6:00pm - 10:00pm
Sun & Public Holidays
8:00am - 2:00pm
6:00pm - 10:00pm","From 13
and Up ",68812689
Healthway Medical,BLK 108 HOUGANG AVE 1 #01-1299  S(530108),"Daily 8am - 9pm , Mon - Fri , 8:30am – 1:00pm , 2:00pm – 5:00pm , 6:00pm – 9:00pm , Mon – Fri , 8:30am – 3:00pm , 6:00pm – 9:00pm , Mon & Wed , 8:30am – 1:00pm , 2:00pm – 5:00pm , 6:00pm – 9:00pm ,   , Tues, Thur & Fri , 8:30am – 1:00pm , 2:00pm – 5:00pm",From 13 and Up ,62849692
Healthway Medical,BLK 503 Tampines Central 1 #01-311  S(520503),"Mon - Fri
8:30am – 1:00pm
2:00pm – 5:00pm
6:00pm – 9:00pm",From 13 and Up ,67890383
Healthway Medical,BLK 177 Toa Payoh Central #01-130  S(310177),"Mon – Fri
8:30am – 3:00pm
6:00pm – 9:00pm",From 13 and Up ,62553773
Healthway Medical,BLK 461 YISHUN AVENUE 6 #01-05    S(760461),"Mon & Wed
8:30am – 1:00pm
2:00pm – 5:00pm
6:00pm – 9:00pm
Tues, Thur & Fri
8:30am – 1:00pm
2:00pm – 5:00pm",From 13 and Up,62354824
Healthwerkz Medical Centre,BLK 355 sembawang way #01-02  S(750355),mon to fri : 0800 to 2100 sat sun PH : 1000 to 1700,From 0 and Up,67557115
HEALTHWERKZ MEDICAL CENTRE @ CCK,BLK 225 CHOA CHU KANG CENTRAL #01-199  S(680225),"monday to friday 830am-1pm, 6pm 9pm sat 830am-12pm",From 7 and Up,67662827
HEALTHWERKZ MEDICAL CENTRE @ ORCHARD,9 Scotts Road #11-02 Pacific Plaza  S(228210),monday to Fri 10am-6pm sat 10am-2pm,From 7 and Up,67345987
Heartland Family Clinic,BLK 333C YISHUN STREET 31 #01-167  S(763333),"Mon- Thurs: 8am to 1230pm, 2pm to 4pm , Fri: 8am to 1230pm , Sat, Sun: 830am to 12noon",From 0 and Up,62500655
HEARTLANDHEALTH,Blk 730 Tampines Street 71 #01-51 Tampines Courtview  S(520730),Mon-Sun: 08.00 to 01.00pm & 06.00pm to 11.00pm ,From 0 and Up ,88142803
HEARTLANDHEALTH,Blk 114 Jurong East Street 13 #01-406 Jurong East Ville  S(600114),"Mon-Sat: 08.30am to 12.30pm
Sun & PH: Closed","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 66 Lorong 4 Toa Payoh #01-315 Toa Payoh Vista  S(310066),"Mon-Sun: 08.00am to 01.00pm & 06.00pm to
11.00pm
PH: As per above","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 86 Redhill Close #01-600  S(150086) ,"Mon-Sun: 08.00am to 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 164 Bukit Batok Street 11 #01-152  S(650164),"Mon-Sun: 08.00am - 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 88 Circuit Road #01-965 Macpherson Oasis  S(370088),"Mon-Sun: 07.00am to 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 463 Jurong West Street 41 #01-564  S(640463),"Mon-Sun: 08.00am to 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 18 Bedok South Road #01-69  S(460018),"Mon - Fri: 07.00am to 01.00pm & 06.00pm to
11.00pm
Sat, Sun: 07.00am to 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 19 Lorong 7 Toa Payoh #01-272 Kim Keat Palm  S(310019),"Mon - Fri: 07.00am to 01.00pm & 06.00pm to
11.00pm
Sat, Sun: 07.00am to 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 59 New Upper Changi Road #01-1268  S(461059),"Mon-Fri: 07.00am to 11.00pm
Sat-Sun: 07.00am to 01.00pm & 06.00pm to
11.00pm
PH: As per above","From 0 and
Up",88142803
HEARTLANDHEALTH,Blk 87 Whampoa Drive #01-869  S(320087),"Mon - Fri: 07.00am to 11.00pm
Sat, Sun: 07.00am to 01.00pm & 06.00pm to
11.00pm","From 0 and
Up",88142803
HELIX AESTHETICS AND MEDICAL CLINIC,"160 Robinson Road #03-04 Singapore Business , Federation Center  S(068914)","Mon, Tue, Fri: 11AM - 7PM , Sat: 9AM - 2PM , (by appointment only)",From 13 and Up,88119131
Hill Spring Medical,"12 JALAN LEBAN SEMBAWANG HILLS ESTATE   , S(577552)","8.30am- 4pm, 6pm- 9.30pm",From 13 and Up,64563200
Hisemainn Medical Clinic (Bukit Batok),BLK 289E BUKIT BATOK ST 25 #01-160  S(654289),"Mon to Fri: 9am to 2pm , Mon / Wed / Thur: 630pm to 830pm , Sat: 9am to 1pm , Tues / Fri night & PH: Closed",From 13 and Up,65691375
Hisemainn Medical Clinic (Jurong West),BLK 276 JURONG WEST ST 25 #01-06  S(640276),"Mon to Fri: 830am to 330pm , Mon to Thur: 630pm to 930pm , Sat & Sun: 830am to 1230pm , Fri night & PH: Closed",From 13 and Up,67958990
HK FAMILY CLINIC & SURGERY PTE LTD,Blk 410 Ang Mo Kio Ave 10 #01-817  S(560410),"Blk 410 Ang Mo Kio Ave 10 #01-817  S(560410) Monday to Thursday : 08:30 am to 02:00 pm, 06:00 pm to 08:00 pm   ,  Monday to Thursday : 08:30 am to 02:00 pm, 06:00 pm to 08:30 pm   ,  Friday to Saturday : 08:30 am to 02:00 pm   ,  Friday and Saturday : 08:30 am to 02:00 pm",From 13 and Up,65528757
HL CLINIC PTE LTD,Blk 9 Telok Blangah Crescent #01-135  S(090009),"Public Holiday : 08:30 am to 02:00 pm   ,  Public Holiday : 08:30 am to 02:00 pm   ,  Monday to Thursday : 08:30 am to 02:30 pm, 06:00 pm to 08:30 pm   ,  Monday to Thursday : 08:30 am to 02:30 pm, 06:00 pm to 09:30 pm   ,  Friday to Sunday : 08:30 am to 02:30 pm   ,  Friday to Sunday : 08:30 am to 02:30 pm",From 13 and Up,62721986
"HL FAMILY CLINIC &
SURGERY(BEDOK) PTE LTD ",Blk 89 Bedok North Street 4 #01-83  S(460089),"Public Holiday : 08:30 am to 12:00 pm
Monday to Friday : 08:30 am to 02:30 pm, 06:00
pm to 09:30 pm
Saturday to Sunday : 08:30 am to 02:30 pm",From 13 and Up,64420494
HO MEDICAL CENTRE PTE LTD,Blk 352 Clementi Avenue 2 #01-115  S(120352),"Mon - Sat: 08.30am - 12.30 pm , Monday, Tuesday and Thursday  03.00pm - 04.30 pm , Sunday and PH - Closed",From 0 and Up,64748923
HO MEDICAL CLINIC,"101 Upper Cross St #03-09 People'S Park Ctr   , S(058357)","Public Holiday :  Closed   ,  Monday to Friday : 09:00 am to 12:30 pm, 01:30 pm to 05:00 pm   ,  Saturday : 09:00 am to 12:30 pm   ,  Sunday :  Closed",From 13 and Up,65358678
HOLISTIC CARE FAMILY CLINIC,Blk 455 Sengkang West Avenue #01-10 Multi Storey Car Park  S(790455),"Monday and Thursday : 09:00 am to 01:00 pm, , 02:30 pm to 04:30 pm, 06:30 pm to 08:30 pm   ,  Tuesday and Wednesday : 09:00 am to 01:00 pm, , 02:30 pm to 04:30 pm   ,  Friday and Saturday : 09:00 am to 01:00 pm   ,  Sunday and Public Holiday :  Closed",From 7 and Up,65134757
HORIZON MEDICAL CENTRE,"200 Upper Thomson Road #01-11 Thomson , Imperial Court  S(574424)",Mon - Fri: Before 10am or 4pm Sat - Sun: Before 10am,From 7 and Up,62502692
Huang Surgery Private Limited,"491B RIVER VALLEY ROAD #03-03A VALLEY , POINT OFFICE TOWER  S(248373)","9-13:00 mon to sat , 14:30-17:00 mon to fri",From 13 and Up,68362348
ICARE MEDICAL AND WELLNESS,Blk 22 Havelock Road #01-701  S(160022),Mon - Fri: 08.00am to 10.00pm  Sat - Sun: 10.00am to 10.00pm,From 2 and Up,62746858
INFECTIOUS DISEASE SPECIALISTS,"6 NAPIER RD #05-13 GLENEAGLES MEDICAL , CENTRE  S(258499)","Monday to Friday: 0900hr - 1230hr, 1400hr - 1630hr , Saturday: 0900hr - 1230hr",From 13 and Up,67326388
INTEMEDICAL (KOVAN),Blk 210 Hougang Street 21 #01-233  S(530210),"8am to 12 midnight without breaks daily, including weekends and public holidays",From 0 and Up,62433036
INTEMEDICAL 24 HOUR CLINIC,Blk 525 Ang Mo Kio Avenue 10 #01-2407 Cheng San Centre  S(560525),"24 hours, everyday, including weekends and public holidays.",From 0 and Up,69192998
INTERNATIONAL MEDICAL CLINIC,"1 Orchard Boulevard #14- , 01/02/03/04/05/06/07 Camden Medical , Centre  S(248649)","Public Holiday : Closed
Monday to Friday : 08:00 am to 07:00 pm
Saturday : 09:00 am to 01:00 pm
Sunday : Closed",From 0 and Up,67334440
INTERNATIONAL MEDICAL CLINIC,293 Holland Rd #02-03/04 Cold Storage Jelita S(278628),"Public Holiday : Closed
Monday and Thursday : 09:00 am to 07:00 pm
Friday : 09:00 am to 05:30 pm
Saturday : 09:00 am","From 13
and Up ",64654440
INTERNATIONAL MEDICAL CLINIC,88 East Coast Road #02-07 Katong Square S(423371),"Mon to Fri: 9AM - 5:30PM
Sat: 9AM - 1PM
(by appointment only)","From 13
and Up ",64654440
ISLAND FAMILY CLINIC (ANCHORVALE),"338 ANCHORVALE CRESCENT #01-02   , S(540338)","Monday to friday : 9am-1pm, 2pm-4pm, 6pm-10pm   , Saturday : 9am-1pm   , Sunday and PH - closed",From 0 and Up,62810174
ISLAND FAMILY CLINIC (BEDOK),Blk 763 Bedok Reservoir View #01-283  S(470763),"Monday, Friday : 8.30 am to 12.30pm and 6pm to , 10.30pm , Tues, Wed, Thu, Sat : 8.30 am to 12.30pm and 6pm to 9.30pm , Sun : 8.30 am to 12.30pm and 6pm to 9.00pm , PH (certain only) : 8.30 am to 12.30pm",From 0 and Up,62435871
ISLAND FAMILY CLINIC (BUKIT BATOK),Blk 447 Bukit Batok West Avenue 9 #01-05  S(650447),Monday to Friday 9am-12.30pm and 6pm-9.30pm Sat and Sunday 9am-12.30pm,From 0 and Up,62501530
